1	10175	10272	0
2	10088	10628	0
3	10518	10169	0
4	10310	10020	0
5	10757	10704	0
6	10573	10041	0
7	10510	10628	0
8	10203	10735	0
9	10395	10521	0
10	10398	10665	0
11	10459	10317	0
12	10786	10640	0
13	10374	10211	0
14	10796	10472	0
15	10405	10308	0
16	10424	10594	0
17	10534	10441	0
18	10406	10178	0
19	10122	10750	0
20	10208	10358	0
21	10519	10062	0
22	10524	10141	0
23	10664	10459	0
24	10278	10493	0
25	10177	10774	0
26	10411	10480	0
27	10730	10730	0
28	10087	10574	0
29	10493	10303	0
30	10044	10119	0
31	10364	10469	0
32	10216	10664	0
33	10427	10645	0
34	10578	10374	0
35	10602	10696	0
36	10110	10141	0
37	10023	10515	0
38	10049	10516	0
39	10366	10207	0
40	10196	10713	0
41	10818	10409	0
42	10794	10614	0
43	10093	10369	0
44	10340	10599	0
45	10028	10631	0
46	10568	10638	0
47	10536	10366	0
48	10273	10731	0
49	10009	10654	0
50	10761	10095	0
51	10750	10302	0
52	10422	10464	0
53	10392	10655	0
54	10032	10816	0
55	10225	10182	0
56	10052	10370	0
57	10228	10671	0
58	10536	10455	0
59	10215	10166	0
60	10510	10657	0
61	10335	10265	0
62	10706	10043	0
63	10070	10082	0
64	10164	10463	0
65	10803	10710	0
66	10279	10037	0
67	10430	10153	0
68	10648	10110	0
69	10010	10750	0
70	10609	10313	0
71	10103	10549	0
72	10271	10630	0
73	10064	10652	0
74	10136	10766	0
75	10609	10458	0
76	10235	10475	0
77	10293	10056	0
78	10211	10787	0
79	10397	10050	0
80	10319	10193	0
81	10059	10190	0
82	10668	10465	0
83	10353	10093	0
84	10048	10306	0
85	10396	10478	0
86	10788	10001	0
87	10458	10589	0
88	10704	10606	0
89	10818	10715	0
90	10387	10109	0
91	10785	10190	0
92	10066	10471	0
93	10814	10225	0
94	10631	10171	0
95	10084	10211	0
96	10659	10654	0
97	10156	10325	0
98	10063	10808	0
99	10723	10695	0
100	10582	10505	0
101	10064	10084	0
102	10587	10359	0
103	10172	10449	0
104	10041	10080	0
105	10618	10310	0
106	10695	10144	0
107	10368	10135	0
108	10271	10357	0
109	10412	10240	0
110	10507	10611	0
111	10380	10789	0
112	10750	10129	0
113	10628	10502	0
114	10255	10288	0
115	10751	10614	0
116	10674	10030	0
117	10090	10106	0
118	10197	10681	0
119	10229	10215	0
120	10310	10445	0
121	10649	10448	0
122	10304	10026	0
123	10289	10606	0
124	10709	10065	0
125	10569	10043	0
126	10575	10213	0
127	10271	10300	0
128	10623	10105	0
129	10211	10400	0
130	10541	10251	0
131	10105	10276	0
132	10034	10411	0
133	10112	10083	0
134	10715	10591	0
135	10050	10581	0
136	10023	10523	0
137	10210	10472	0
138	10136	10011	0
139	10647	10043	0
140	10706	10727	0
141	10046	10259	0
142	10221	10642	0
143	10061	10397	0
144	10380	10003	0
145	10415	10097	0
146	10762	10266	0
147	10197	10483	0
148	10598	10444	0
149	10566	10529	0
150	10709	10645	0
151	10104	10575	0
152	10761	10170	0
153	10344	10709	0
154	10643	10672	0
155	10173	10070	0
156	10431	10124	0
157	10740	10639	0
158	10221	10520	0
159	10186	10524	0
160	10683	10012	0
161	10642	10569	0
162	10532	10268	0
163	10781	10085	0
164	10230	10021	0
165	10003	10695	0
166	10242	10815	0
167	10530	10570	0
168	10289	10486	0
169	10397	10782	0
170	10091	10523	0
171	10275	10315	0
172	10084	10160	0
173	10187	10052	0
174	10143	10063	0
175	10630	10684	0
176	10729	10199	0
177	10078	10347	0
178	10754	10021	0
179	10675	10365	0
180	10038	10380	0
181	10200	10336	0
182	10558	10387	0
183	10128	10768	0
184	10503	10574	0
185	10777	10756	0
186	10122	10787	0
187	10789	10011	0
188	10536	10328	0
189	10096	10499	0
190	10003	10678	0
191	10213	10237	0
192	10076	10724	0
193	10625	10781	0
194	10168	10704	0
195	10586	10284	0
196	10673	10323	0
197	10780	10120	0
198	10723	10552	0
199	10554	10381	0
200	10043	10023	0
201	10305	10041	0
202	10707	10637	0
203	10326	10388	0
204	10604	10585	0
205	10201	10058	0
206	10331	10804	0
207	10082	10404	0
208	10591	10582	0
209	10770	10467	0
210	10746	10055	0
211	10578	10320	0
212	10731	10440	0
213	10146	10722	0
214	10231	10163	0
215	10062	10582	0
216	10799	10433	0
217	10475	10097	0
218	10216	10247	0
219	10513	10293	0
220	10504	10524	0
221	10002	10307	0
222	10303	10790	0
223	10752	10061	0
224	10183	10375	0
225	10095	10084	0
226	10763	10201	0
227	10599	10462	0
228	10382	10038	0
229	10412	10537	0
230	10591	10218	0
231	10673	10601	0
232	10676	10290	0
233	10250	10147	0
234	10789	10758	0
235	10730	10071	0
236	10093	10428	0
237	10615	10015	0
238	10401	10083	0
239	10704	10023	0
240	10374	10164	0
241	10638	10670	0
242	10086	10442	0
243	10060	10593	0
244	10482	10565	0
245	10811	10486	0
246	10229	10498	0
247	10501	10485	0
248	10015	10489	0
249	10369	10242	0
250	10442	10655	0
251	10405	10149	0
252	10537	10421	0
253	10403	10369	0
254	10789	10224	0
255	10687	10178	0
256	10052	10185	0
257	10669	10009	0
258	10393	10624	0
259	10657	10536	0
260	10809	10350	0
261	10410	10625	0
262	10168	10221	0
263	10523	10522	0
264	10652	10245	0
265	10490	10793	0
266	10054	10271	0
267	10324	10084	0
268	10266	10493	0
269	10805	10250	0
270	10570	10062	0
271	10004	10106	0
272	10416	10685	0
273	10777	10426	0
274	10175	10402	0
275	10189	10291	0
276	10216	10495	0
277	10654	10082	0
278	10768	10281	0
279	10074	10272	0
280	10634	10754	0
281	10472	10222	0
282	10598	10229	0
283	10697	10511	0
284	10751	10592	0
285	10554	10375	0
286	10682	10473	0
287	10101	10295	0
288	10644	10711	0
289	10326	10452	0
290	10223	10226	0
291	10403	10159	0
292	10533	10578	0
293	10488	10028	0
294	10724	10167	0
295	10423	10789	0
296	10334	10735	0
297	10811	10128	0
298	10472	10583	0
299	10667	10221	0
300	10340	10578	0
301	10011	10082	0
302	10663	10181	0
303	10036	10682	0
304	10031	10312	0
305	10713	10144	0
306	10057	10389	0
307	10527	10023	0
308	10588	10775	0
309	10002	10195	0
310	10011	10513	0
311	10272	10089	0
312	10593	10803	0
313	10601	10342	0
314	10783	10561	0
315	10338	10450	0
316	10383	10141	0
317	10812	10720	0
318	10224	10089	0
